Plate	Well	GeneID	GeneSymbol	siRNAID
1	P06	208	AKT2	s1215
1	P07	2584	GALK1	s5539
1	P08	238	ALK	s1269
1	P09	2585	GALK2	s5542
1	P10	269	AMHR2	s1325
1	P11	2645	GCK	s5648
1	P12	472	ATM	s1708
1	P13	2646	GCKR	s5651
1	P14	558	AXL	s1845
1	P15	2710	GK	s5784
1	P16	640	BLK	s1994
1	P17	2712	GK2	s5787
1	P18	658	BMPR1B	s2041
1	P19	2868	GRK4	s6084
1	P20	659	BMPR2	s2044
1	P21	2869	GRK5	s6087
1	P22	660	BMX	s2047
2	A01	7443	VRK1	s14820
2	A02	10298	PAK4	s20134
2	A03	7444	VRK2	s224776
2	A04	10420	TESK2	s20378
2	A05	7525	YES1	s14955
2	A06	10461	MERTK	s20472
2	A07	7535	ZAP70	s14973
2	A08	10494	STK25	s20568
2	A09	7786	MAP3K12	s15344
2	A10	10519	CIB1	s20616
2	A11	7867	MAPKAPK3	s15427
2	A12	10595	ERN2	s223137
2	A13	8295	TRRAP	s224898
2	A14	10645	CAMKK2	s20925
2	A15	8317	CDC7	s15826
2	A16	10654	PMVK	s20942
2	A17	8476	CDC42BPA	s16096
2	A18	10733	PLK4	s21083
2	A19	8503	PIK3R3	s16151
2	A20	10746	MAP3K2	s21116
2	A21	8517	IKBKG	s16186
2	A22	10783	NEK6	s21183
2	B01	51232	CRIM1	s27727
2	B02	85481	PSKH2	s40075
2	B03	51265	CDKL3	s27797
2	B04	89882	TPD52L3	s40181
2	B05	51314	TXNDC3	s27929
2	B06	90956	ADCK2	s40536
2	B07	51347	TAOK3	s27994
2	B08	91754	NEK9	s40771
2	B09	51530	ZC3HC1	s28276
2	B10	91807	MYLK3	s40786
2	B11	54998	AURKAIP1	s29953
2	B12	92335	STRADA	s40921
2	B13	55224	ETNK2	s224352
2	B14	112464	PRKCDBP	s41325
2	B15	55229	PANK4	s224353
2	B16	114783	LMTK3	s41588
2	B17	55300	PI4K2B	s30681
2	B18	114790	STK11IP	s41609
2	B19	55312	RFK	s30699
2	B20	114836	SLAMF6	s41678
2	B21	55351	STK32B	s30804
2	B22	115701	ALPK2	s41848
2	C01	8525	DGKZ	s16203
2	C02	10922	FASTK	s223164
2	C03	8526	DGKE	s16206
2	C04	11011	TLK2	s223175
2	C05	8527	DGKD	s224988
2	C06	11035	RIPK3	s21740
2	C07	8536	CAMK1	s16236
2	C08	11200	CHEK2	s22119
2	C09	8550	MAPKAPK5	s16278
2	C10	11213	IRAK3	s22133
2	C11	8566	PDXK	s16310
2	C12	11252	PACSIN2	s22214
2	C13	8567	MADD	s225002
2	C14	51678	MPP6	s28517
2	C15	8569	MKNK1	s16319
2	C16	51701	NLK	s28543
2	C17	8573	CASK	s16328
2	C18	51727	CMPK1	s28582
2	C19	8576	STK16	s16337
2	C20	51755	CRKRS	s28621
2	C21	8621	CDC2L5	s16397
2	C22	51765	MST4	s28642
2	D01	55359	STYK1	s30822
2	D02	117283	IP6K3	s42154
2	D03	55361	PI4K2A	s30825
2	D04	118788	PIK3AP1	s42242
2	D05	55437	STRADB	s30873
2	D06	120892	LRRK2	s42413
2	D07	83732	RIOK1	s38154
2	D08	122011	CSNK1A1L	s42512
2	D09	83903	GSG2	s38320
2	D10	122481	AK7	s42534
2	D11	83931	STK40	s224919
2	D12	127933	UHMK1	s43238
2	D13	83942	TSSK1B	s38353
2	D14	130106	CIB4	s43473
2	D15	83983	TSSK6	s38366
2	D16	130399	ACVR1C	s43497
2	D17	84254	CAMKK1	s38733
2	D18	131890	GRK7	s43646
2	D19	84446	BRSK1	s39016
2	D20	132158	GLYCTK	s43670
2	D22	136371	ASB10	s44003
2	E01	8631	SKAP1	s16420
2	E02	51776	ZAK	s28651
2	E03	8649	MAPKSP1	s16462
2	E04	53354	PANK1	s28718
2	E05	8711	TNK1	s16594
2	E06	53834	FGFRL1	s28780
2	E07	8737	RIPK1	s16651
2	E08	53944	CSNK1G1	s28821
2	E09	8780	RIOK3	s16726
2	E10	54101	RIPK4	s28863
2	E11	8798	DYRK4	s16765
2	E12	54861	SNRK	s224323
2	E13	8814	CDKL1	s16804
2	E14	54899	PXK	s29710
2	E15	8844	KSR1	s16885
2	E16	54963	UCKL1	s29866
2	E17	11040	PIM2	s21751
2	E18	54986	ULK4	s29923
2	E19	11113	CIT	s21910
2	E20	11284	PNKP	s22286
2	E21	11183	MAP4K5	s22077
2	E22	11329	STK38	s22337
2	F01	84630	TTBK1	s39212
2	F02	138429	PIP5KL1	s223329
2	F03	55450	CAMK2N1	s30876
2	F04	138474	TAF1L	s44115
2	F05	55500	ETNK1	s30891
2	F06	139189	DGKK	s44175
2	F07	55558	PLXNA3	s30977
2	F08	139728	PNCK	s44235
2	F09	55561	CDC42BPG	s30983
2	F10	140609	NEK7	s44315
2	F11	55577	NAGK	s224374
2	F12	140901	STK35	s44459
2	F13	55589	BMP2K	s31027
2	F14	143098	MPP7	s44504
2	F15	55681	SCYL2	s31239
2	F16	146057	TTBK2	s44812
2	F17	55750	AGK	s31413
2	F18	147746	HIPK4	s45052
2	F19	55872	PBK	s31706
2	F20	149420	PDIK1L	s223359
2	F21	56155	TEX14	s32015
2	F22	150094	SIK1	s45376
2	G01	11184	MAP4K1	s22080
2	G02	11344	TWF2	s22382
2	G03	8859	STK19	s16918
2	G04	22848	AAK1	s22493
2	G05	8877	SPHK1	s16957
2	G06	22853	LMTK2	s22505
2	G07	8899	PRPF4B	s17017
2	G08	22858	ICK	s22514
2	G09	8986	RPS6KA4	s17138
2	G10	22983	MAST1	s22769
2	G11	8999	CDKL2	s17164
2	G12	23012	STK38L	s22826
2	G13	9020	MAP3K14	s17186
2	G14	23031	MAST3	s22869
2	G15	9024	BRSK2	s17197
2	G16	23043	TNIK	s22905
2	G17	9060	PAPSS2	s17279
2	G18	23049	SMG1	s223560
2	G19	9061	PAPSS1	s17282
2	G20	23097	CDK19	s23028
2	G21	9064	MAP3K6	s17288
2	G22	23118	MAP3K7IP2	s23073
2	H01	56848	SPHK2	s32283
2	H02	152110	NEK10	s45661
2	H03	56924	PAK6	s32405
2	H04	154043	CNKSR3	s45838
2	H05	56990	CDC42SE2	s32543
2	H06	158798	AKAP14	s46114
2	H07	57118	CAMK1D	s32715
2	H08	160851	DGKH	s46227
2	H09	57144	PAK7	s32772
2	H10	166614	DCLK2	s46617
2	H11	57147	SCYL3	s32778
2	H12	197258	FUK	s47084
2	H13	57172	CAMK1G	s32827
2	H14	197259	MLKL	s47087
2	H15	57396	CLK4	s32986
2	H16	202374	STK32A	s47443
2	H17	57410	SCYL1	s33013
2	H18	203054	ADCK5	s47461
2	H19	57538	ALPK3	s33259
2	H20	203447	NRK	s47517
2	H21	57551	TAOK1	s33289
2	H22	204851	HIPK1	s47547
2	I01	9113	LATS1	s17392
2	I02	23129	PLXND1	s23094
2	I03	9146	HGS	s17480
2	I04	23178	PASK	s23211
2	I05	9149	DYRK1B	s17489
2	I06	23235	SIK2	s23355
2	I07	9162	DGKI	s17511
2	I08	23300	ATMIN	s23500
2	I09	9175	MAP3K13	s17533
2	I10	23396	PIP5K1C	s23730
2	I11	9201	DCLK1	s17584
2	I12	23548	TTC33	s24062
2	I13	9212	AURKB	s17611
2	I14	23552	CCRK	s24074
2	I15	9223	MAGI1	s17635
2	I16	23604	DAPK2	s24188
2	I17	9252	RPS6KA5	s17691
2	I18	23613	ZMYND8	s223618
2	I19	9258	MFHAS1	s17706
2	I20	23617	TSSK2	s24208
2	I21	9262	STK17B	s17709
2	I22	23654	PLXNB2	s24286
2	J01	57761	TRIB3	s33708
2	J02	225689	MAPK15	s48270
2	J03	57787	MARK4	s33717
2	J04	253430	IPMK	s48411
2	J05	58496	LY6G5B	s33861
2	J06	255239	ANKK1	s48636
2	J07	58538	MPP4	s33940
2	J08	256356	GK5	s48765
2	J09	60385	TSKS	s34052
2	J10	260425	MAGI3	s48977
2	J11	64080	RBKS	s34394
2	J12	282974	STK32C	s49075
2	J13	64089	SNX16	s34409
2	J14	283455	KSR2	s49244
2	J15	64122	FN3K	s34477
2	J16	283629	TSSK4	s49316
2	J17	64398	MPP5	s34686
2	J18	284086	NEK8	s49485
2	J19	64768	IPPK	s34896
2	J20	285220	EPHA6	s49853
2	J21	64781	CERK	s224624
2	J22	340371	NRBP2	s50708
2	K01	9263	STK17A	s17712
2	K02	23677	SH3BP4	s24313
2	K03	9344	TAOK2	s17865
2	K04	23678	SGK3	s24316
2	K05	9448	MAP4K4	s18095
2	K06	23729	SHPK	s24334
2	K07	9451	EIF2AK3	s18101
2	K08	25778	DSTYK	s24468
2	K09	9463	PICK1	s18128
2	K10	25865	PRKD2	s24644
2	K11	9465	AKAP7	s225138
2	K12	25989	ULK3	s24886
2	K13	9467	SH3BP5	s18140
2	K14	26007	DAK	s24919
2	K15	9475	ROCK2	s225145
2	K16	26228	STAP1	s25253
2	K17	9578	CDC42BPB	s18401
2	K18	26289	AK5	s25382
2	K19	9590	AKAP12	s18434
2	K20	26524	LATS2	s25503
2	K21	9625	AATK	s18494
2	K22	26576	SRPK3	s25545
2	L01	64799	IQCH	s34971
2	L02	341676	NEK5	s223898
2	L03	65018	PINK1	s35166
2	L04	344387	CDKL4	s51059
2	L05	65061	CDK15	s35180
2	L06	347736	NME9	s51301
2	L07	65125	WNK1	s35233
2	L08	388228	SBK1	s52072
2	L09	65220	NADK	s224642
2	L10	389840	MAP3K15	s52568
2	L11	65266	WNK4	s35275
2	L12	415116	PIM3	s53946
2	L13	65267	WNK3	s35278
2	L14	440275	EIF2AK4	s54067
2	L15	65268	WNK2	s35281
2	L16	4832	NME3	s194657
2	L17	65975	STK33	s35284
2	L18	9088	PKMYT1	s225077
2	L19	79012	CAMKV	s35418
2	L20	2081	ERN1	s200430
2	L21	79646	PANK3	s35998
2	L22	284656	EPHA10	s200587
2	M01	9641	IKBKE	s18536
2	M02	26750	RPS6KC1	s25624
2	M03	9706	ULK2	s18704
2	M04	26993	AKAP8L	s25667
2	M05	9748	SLK	s18812
2	M06	27010	TPK1	s25692
2	M07	9807	IP6K1	s18957
2	M08	27102	EIF2AK1	s25822
2	M09	9829	DNAJC6	s19014
2	M10	27148	STK36	s25906
2	M11	9863	MAGI2	s19098
2	M12	27231	ITGB1BP3	s25995
2	M13	9874	TLK1	s19122
2	M14	27330	RPS6KA6	s223752
2	M15	9902	MRC2	s19188
2	M16	27347	STK39	s26207
2	M17	9942	XYLB	s19299
2	M18	28951	TRIB2	s26279
2	M19	9943	OXSR1	s19302
2	M20	28996	HIPK2	s26381
2	M21	10000	AKT3	s19427
2	M22	29763	PACSIN3	s26562
2	N02	5364	PLXNB1	s10702
2	N03	79705	LRRK1	s36138
2	N04	23387	SIK3	s225958
2	N06	54103	PION	s28869
2	N07	79837	PIP4K2C	s36447
2	N08	54981	NMRK1	s29914
2	N09	79858	NEK11	s36501
2	N10	55277	FGGY	s30615
2	N11	79877	DCAKD	s36551
2	N12	55620	STAP2	s31094
2	N13	79934	ADCK4	s36676
2	N14	56911	MAP3K7CL	s32372
2	N15	80025	PANK2	s36847
2	N16	79810	PTCD2	s36381
2	N17	80122	MAP3K19	s36922
2	N18	79906	MORN1	s36619
2	N19	80201	HKDC1	s37044
2	N20	80851	SH3BP5L	s37442
2	N21	80216	ALPK1	s37072
2	N22	84284	NTPCR	s38813
2	O01	10020	GNE	s223067
2	O02	29904	EEF2K	s26676
2	O03	10087	COL4A3BP	s19625
2	O04	29922	NME7	s26706
2	O05	10110	SGK2	s19673
2	O06	29941	PKN3	s26751
2	O07	10128	LRPPRC	s19709
2	O08	29959	NRBP1	s26797
2	O09	10154	PLXNC1	s19775
2	O10	29993	PACSIN1	s26862
2	O11	10188	TNK2	s19850
2	O12	30811	HUNK	s26908
2	O13	10201	NME6	s19883
2	O14	50488	MINK1	s27004
2	O15	10221	TRIB1	s19940
2	O16	50808	AK3	s27102
2	O17	10256	CNKSR1	s20036
2	O18	51086	TNNI3K	s27389
2	O19	10270	AKAP8	s20068
2	O20	51135	IRAK4	s27527
2	O21	10295	BCKDK	s20125
2	O22	51231	VRK3	s27724
2	P01	80271	ITPKC	s37150
2	P02	91156	IGFN1	s40588
2	P03	80342	TRAF3IP3	s37258
2	P04	91584	PLXNA4	s40696
2	P05	80852	GRIP2	s37445
2	P06	124923	FLJ25006	s42818
2	P07	81629	TSSK3	s37745
2	P09	81788	NUAK2	s37779
2	P10	158067	AK8	s46028
2	P11	83440	ADPGK	s37907
2	P12	167359	NIM1	s46662
2	P13	83549	UCK1	s38001
2	P14	169436	C9orf96	s46749
2	P15	83694	RPS6KL1	s38109
2	P16	283284	IGSF22	s49171
2	P17	84930	MASTL	s39685
2	P18	340156	MYLK4	s50670
2	P19	85366	MYLK2	s39931
2	P20	347359	BMP2KL	s51232
2	P21	85443	DCLK3	s40003
2	P22	374872	C19orf35	s51595
3	A01	1119	CHKA	s3008
3	A02	673	BRAF	s2081
3	A03	1147	CHUK	s3077
3	A04	695	BTK	s2125
3	A05	1152	CKB	s223236
3	A06	699	BUB1	s2131
3	A07	1158	CKM	s3095
3	A08	780	DDR1	s2299
3	A09	1159	CKMT1B	s3098
3	A10	801	CALM1	s2341
3	A11	1160	CKMT2	s3101
3	A12	805	CALM2	s2344
3	A13	1195	CLK1	s3163
3	A14	808	CALM3	s2347
3	A15	1196	CLK2	s3166
3	A16	814	CAMK4	s2356
3	A17	1198	CLK3	s3169
3	A18	815	CAMK2A	s2359
3	A19	1263	PLK3	s3246
3	A20	816	CAMK2B	s2362
3	A21	1326	MAP3K8	s3384
3	A22	817	CAMK2D	s2365
3	B01	2870	GRK6	s6091
3	B02	5568	PRKACG	s11072
3	B03	2872	MKNK2	s6094
3	B04	5578	PRKCA	s11093
3	B05	2931	GSK3A	s6237
3	B06	5579	PRKCB	s11096
3	B07	2932	GSK3B	s6240
3	B08	5580	PRKCD	s11099
3	B09	2987	GUK1	s194481
3	B10	5581	PRKCE	s11102
3	B11	3055	HCK	s6480
3	B12	5582	PRKCG	s11105
3	B13	3098	HK1	s6558
3	B14	5583	PRKCH	s11108
3	B15	3099	HK2	s6561
3	B16	5584	PRKCI	s11111
3	B17	3101	HK3	s6564
3	B18	5585	PKN1	s11114
3	B19	3480	IGF1R	s223919
3	B20	5586	PKN2	s11117
3	B21	3551	IKBKB	s223926
3	B22	5587	PRKD1	s11120
3	C01	1432	MAPK14	s3586
3	C02	818	CAMK2G	s2368
3	C03	1436	CSF1R	s3595
3	C04	914	CD2	s225090
3	C05	1445	CSK	s3613
3	C06	984	CDK11B	s2733
3	C07	1452	CSNK1A1	s3625
3	C08	1018	CDK3	s2820
3	C09	1453	CSNK1D	s3628
3	C10	1019	CDK4	s2823
3	C11	1455	CSNK1G2	s3631
3	C12	1020	CDK5	s2826
3	C13	1456	CSNK1G3	s3634
3	C14	1022	CDK7	s2829
3	C15	1457	CSNK2A1	s3637
3	C16	1024	CDK8	s2832
3	C17	1459	CSNK2A2	s3640
3	C18	1025	CDK9	s2835
3	C19	5157	PDGFRL	s11
3	C20	3611	ILK	s7405
3	C21	5891	MOK	s19
3	C22	3643	INSR	s7478
3	D01	3932	LCK	s8107
3	D02	5588	PRKCQ	s11123
3	D03	3984	LIMK1	s8189
3	D04	5589	PRKCSH	s11126
3	D05	3985	LIMK2	s8192
3	D06	5590	PRKCZ	s11129
3	D07	4058	LTK	s8334
3	D08	5592	PRKG1	s11132
3	D09	4067	LYN	s8356
3	D10	5593	PRKG2	s11135
3	D11	4117	MAK	s8470
3	D12	5594	MAPK1	s11138
3	D13	4139	MARK1	s8512
3	D14	5595	MAPK3	s11141
3	D15	4140	MARK3	s8515
3	D16	5596	MAPK4	s11144
3	D17	4214	MAP3K1	s8668
3	D18	5597	MAPK6	s11147
3	D19	4215	MAP3K3	s8671
3	D20	5598	MAPK7	s11150
3	D21	4216	MAP3K4	s8674
3	D22	5599	MAPK8	s11153
3	E01	7465	WEE1	s22
3	E02	3645	INSRR	s7481
3	E03	23139	MAST2	s43
3	E04	3656	IRAK2	s7496
3	E05	1021	CDK6	s52
3	E06	3702	ITK	s223954
3	E07	1454	CSNK1E	s223348
